id;greenhous_temperature_celsius;greenhouse_humidity_percentage;greenhouse_illuminance_lux;online_temperature_celsius;online_humidity_percentage;greenhouse_total_volatile_organic_compounds_ppb;greenhouse_equivalent_co2_ppm;created
362610;13,00381498336792;69,87564086914062;0;4,5;99;385,8;961,6;"2021-03-03 23:50:03"
362662;12,978180313110352;69,94415283203125;0;4,5;99;393,1;978,6;"2021-03-04 00:00:09"
362714;12,945245530870226;69,97516208224826;0;4,400000095367432;99;398,22222222222223;983,2222222222222;"2021-03-04 00:10:03"
362761;12,924773597717286;70,02731323242188;0;4,400000095367432;99;397,9;979,4;"2021-03-04 00:20:04"
362813;12,902342224121094;70,10086059570312;0;4,400000095367432;99;411;1001,9;"2021-03-04 00:30:05"
362865;12,881780624389648;70,15518188476562;0;4,400000095367432;99;416,1;1006,7;"2021-03-04 00:40:04"
362917;12,876707077026367;70,14962090386285;0;4,300000190734863;99;423,44444444444446;1016,8888888888889;"2021-03-04 00:50:03"
362964;12,839856433868409;70,14877319335938;0;4,300000190734863;99;428,1;1017,4;"2021-03-04 01:00:04"
363016;12,791790676116943;70,17913818359375;0;4,199999809265137;99;427,9;1016;"2021-03-04 01:10:03"
363068;12,742003864712185;70,19031100802951;0;4,199999809265137;99;437,55555555555554;1031,2222222222222;"2021-03-04 01:20:04"
363115;12,690051078796387;70,17745971679688;0;4,199999809265137;99;430;1013,3;"2021-03-04 01:30:04"
363167;12,621423625946045;70,25421524047852;0;4,099999904632568;99;401,3;971,9;"2021-03-04 01:40:03"
363219;12,564278602600098;70,29763878716363;0;4,099999904632568;99;397,77777777777777;974,4444444444445;"2021-03-04 01:50:03"
363266;12,533036041259766;70,35248565673828;0;4,099999904632568;99;379,6;939,7;"2021-03-04 02:00:02"
363318;12,496719360351562;70,42237091064453;0;4,099999904632568;99;372,6;938,2;"2021-03-04 02:10:05"
363370;12,492980861663819;70,45105743408203;0;4,099999904632568;99;365,7;932,4;"2021-03-04 02:20:02"
363422;12,458355267842611;70,4907472398546;0;4,099999904632568;99;365,55555555555554;936,5555555555555;"2021-03-04 02:30:04"
363469;12,428359031677246;70,55359649658203;0;4,099999904632568;99;353;914,8;"2021-03-04 02:40:05"
363521;12,39871826171875;70,57404327392578;0;4,199999809265137;99;373,1;946,1;"2021-03-04 02:50:03"
363573;12,377088642120361;70,59723663330078;0;4,199999809265137;99;372,7;937,1;"2021-03-04 03:00:06"
363625;12,349762280782064;70,65469445122613;0;4,099999904632568;99;361,3333333333333;930,2222222222222;"2021-03-04 03:10:03"
363672;12,331692886352538;70,6260757446289;0;4,099999904632568;99;405,2;989,2;"2021-03-04 03:20:04"
363724;12,292706108093261;70,64774322509766;0;4,099999904632568;99;413,3;996,1;"2021-03-04 03:30:04"
363776;12,256389617919922;70,70633697509766;0;4,099999904632568;99;399;970,7;"2021-03-04 03:40:03"
363828;12,223960134718153;70,72691938612196;0;4,099999904632568;99;395,3333333333333;966,5555555555555;"2021-03-04 03:50:03"
363875;12,21446533203125;70,73929901123047;0;4,099999904632568;99;392,8;957,6;"2021-03-04 04:00:05"
363927;12,200846672058105;70,79011535644531;0;4,099999904632568;99;381,3;938,2;"2021-03-04 04:10:03"
363979;12,180285453796387;70,79957580566406;0;4;99;351,2;898,3;"2021-03-04 04:20:03"
364031;12,161652247111002;70,82933044433594;0;4;99;335;878,4444444444445;"2021-03-04 04:30:05"
364078;12,165064430236816;70,85466003417969;0;4;99;315,2;855;"2021-03-04 04:40:04"
364130;12,154382801055908;70,87998962402344;0;4,099999904632568;99;305,1;845,3;"2021-03-04 04:50:04"
364182;12,135423755645752;70,87800598144531;0;4;99;324,6;873,7;"2021-03-04 05:00:07"
364234;12,101125611199272;70,87052917480469;0;4,099999904632568;99;347,55555555555554;899;"2021-03-04 05:10:03"
364281;12,061990070343018;70,84870910644531;0;4,099999904632568;98;378,8;938,8;"2021-03-04 05:20:04"
364333;11,997902107238769;70,81315612792969;0;4,099999904632568;98;403,9;972,9;"2021-03-04 05:30:05"
364385;11,95037031173706;70,82414245605469;0;4;99;401,5;966,9;"2021-03-04 05:40:04"
364437;11,922806845770943;70,86561245388455;0;4;99;391,22222222222223;942,6666666666666;"2021-03-04 05:50:03"
364484;11,911116409301759;70,92012023925781;0;4;99;390;945,4;"2021-03-04 06:00:04"
364536;11,879339122772217;70,92530822753906;0;4;99;399,5;958,6;"2021-03-04 06:10:03"
364588;11,853704071044922;70,93614196777344;0;3,9000000953674316;99;413;976,2;"2021-03-04 06:20:06"
364640;11,829047626919216;70,94868808322482;0;3,9000000953674316;99;408,1111111111111;968,2222222222222;"2021-03-04 06:30:04"
364687;11,799229431152344;70,97840881347656;0;4;99;383,3;926;"2021-03-04 06:40:04"
364739;11,781605052947999;71,01869201660156;0;3,9000000953674316;99;332,5;852,3;"2021-03-04 06:50:06"
364791;11,792553234100343;71,06889343261719;2,8;3,9000000953674316;99;297,2;810,6;"2021-03-04 07:00:05"
364843;11,783949216206869;71,10670132107205;20,22222222222222;4;99;300,1111111111111;820,2222222222222;"2021-03-04 07:10:03"
364890;11,782673168182374;71,11756896972656;38,5;4;99;315,7;845,5;"2021-03-04 07:20:03"
364942;11,77626438140869;71,11009216308594;74,4;4;99;347;885,6;"2021-03-04 07:30:06"
364994;11,780002784729003;71,08979797363281;161,6;4;99;371,4;918,6;"2021-03-04 07:40:03"
365046;11,783355712890625;71,01006232367621;299,3333333333333;4;99;400,6666666666667;959,5555555555555;"2021-03-04 07:50:05"
365093;11,801899719238282;70,97795104980469;308,8;4;99;414,1;981,8;"2021-03-04 08:00:05"
365145;11,832074165344238;70,94621276855469;397,5;4;99;410,9;971,5;"2021-03-04 08:10:03"
365197;11,890020561218261;70,91111755371094;527;4;99;420,9;986;"2021-03-04 08:20:03"
365249;11,93823496500651;70,89935133192274;528,6666666666666;4;99;427,22222222222223;987,3333333333334;"2021-03-04 08:30:04"
365296;11,951438236236573;70,89799499511719;475,7;4;99;427,8;995,9;"2021-03-04 08:40:04"
365348;11,974136543273925;70,84123229980469;526,2;4;99;453,1;1033,2;"2021-03-04 08:50:06"
365400;12,009117603302002;70,75944137573242;753,7;4;99;483,1;1075,7;"2021-03-04 09:00:04"
365452;12,052168740166557;70,65774620903863;880,2222222222222;4;99;496,44444444444446;1090,6666666666667;"2021-03-04 09:10:05"
365499;12,092164993286133;70,57831573486328;923,3;4;99;489,6;1088,6;"2021-03-04 09:20:05"
365551;12,175478744506837;70,39551544189453;1315,3;4;99;489,9;1084,6;"2021-03-04 09:30:06"
365603;12,364003944396973;70,23865127563477;1679;3,9000000953674316;99;486;1084;"2021-03-04 09:40:04"
365655;12,570509486728245;70,09960598415799;1984,888888888889;4;99;478;1074,3333333333333;"2021-03-04 09:50:04"
365702;12,76375207901001;69,94720458984375;2040,3;3,9000000953674316;99;483,5;1091,1;"2021-03-04 10:00:08"
365754;12,877775192260742;69,8236083984375;1852,2;3,9000000953674316;99;475,4;1083;"2021-03-04 10:10:04"
365806;12,92210350036621;69,76012954711913;1677;3,9000000953674316;99;466,5;1070,2;"2021-03-04 10:20:05"
365858;12,954146915011936;69,6770994398329;1790,111111111111;3,9000000953674316;99;454;1052,6666666666667;"2021-03-04 10:30:04"
365905;13,032921695709229;69,64781951904297;1834,1;3,9000000953674316;100;430,3;1026;"2021-03-04 10:40:03"
365957;13,121843338012695;69,64751434326172;1887,6;3,9000000953674316;100;418,8;1013,1;"2021-03-04 10:50:05"
366009;13,173647785186768;69,62828826904297;1607,9;3,9000000953674316;100;415,9;1010,7;"2021-03-04 11:00:08"
366061;13,16213575998942;69,62165917290582;1558,6666666666667;3,9000000953674316;99;415,55555555555554;1012,4444444444445;"2021-03-04 11:10:04"
366108;13,187800407409668;69,4959945678711;1817,3;3,9000000953674316;99;443,6;1048,7;"2021-03-04 11:20:03"
366160;13,387006855010986;69,21354827880859;2506,6;4;98;475;1098,6;"2021-03-04 11:30:05"
366212;13,472991561889648;69,17356872558594;2190,6;3,9000000953674316;98;479,2;1100,9;"2021-03-04 11:40:04"
366264;13,47337712181939;69,17829895019531;1825,6666666666667;3,9000000953674316;98;484,22222222222223;1105,888888888889;"2021-03-04 11:50:06"
366311;13,526131057739258;69,10978698730469;2328,9;4;97;477;1092,3;"2021-03-04 12:00:06"
366363;13,742694854736328;69,04203796386719;2667,9;3,9000000953674316;97;462,6;1080,8;"2021-03-04 12:10:04"
366415;13,846837711334228;69,02342224121094;2306,2;3,9000000953674316;97;471;1093,1;"2021-03-04 12:20:05"
366467;13,836838510301378;69,06385803222656;1881,5555555555557;4;97;470,3333333333333;1091,7777777777778;"2021-03-04 12:30:05"
366514;13,74002456665039;69,13267517089844;1590,6;4;97;465,5;1079,3;"2021-03-04 12:40:06"
366566;13,698100280761718;69,02677917480469;1993,2;4,099999904632568;98;473,5;1095,2;"2021-03-04 12:50:05"
366618;13,683146572113037;69,00511169433594;1537,4;4,099999904632568;98;477,4;1097,9;"2021-03-04 13:00:05"
366670;13,565058496263292;69,01113043891058;1670,111111111111;4;97;487,55555555555554;1113,4444444444443;"2021-03-04 13:10:03"
366717;13,53761339187622;69,01686096191406;1644,6;4;97;490,3;1109,1;"2021-03-04 13:20:05"
366769;13,58274211883545;68,94438171386719;2195,9;4,199999809265137;96;488,2;1106,7;"2021-03-04 13:30:05"
366821;13,604817072550455;68,89329867892795;1973,888888888889;4,199999809265137;95;515,3333333333334;1152,4444444444443;"2021-03-04 13:40:04"
366868;13,607576084136962;68,88044738769531;1910,9;4,199999809265137;95;516,9;1150,4;"2021-03-04 13:50:01"
366920;13,593690395355225;68,87953186035156;1893,7;4,400000095367432;95;515,1;1145,9;"2021-03-04 14:00:06"
366972;13,529602527618408;69,04737854003906;1589,8;4,400000095367432;94;492,7;1121;"2021-03-04 14:10:05"
367024;13,60570674472385;68,81734127468533;2494,6666666666665;4,400000095367432;94;516;1152;"2021-03-04 14:20:05"
367071;13,745365142822266;68,70023651123047;2060,1;4,300000190734863;94;525,4;1166,7;"2021-03-04 14:30:03"
367123;13,648699378967285;68,85740661621094;1657,6;4,199999809265137;95;506,6;1136,5;"2021-03-04 14:40:03"
367175;13,785420036315918;68,67124404907227;2701,4;4,199999809265137;95;502,9;1137,6;"2021-03-04 14:50:05"
367227;14,038596789042154;68,38229115804036;3164,3333333333335;4,300000190734863;95;509,1111111111111;1147,4444444444443;"2021-03-04 15:00:06"
367274;14,181429862976074;68,25330047607422;2753,8;4,599999904632568;92;503,1;1136,4;"2021-03-04 15:10:04"
367326;14,07434959411621;68,25574188232422;1919,7;4,699999809265137;90;514,3;1149,2;"2021-03-04 15:20:03"
367378;14,029755020141602;68,19836730957032;2562,1;4,699999809265137;90;501,4;1125,7;"2021-03-04 15:30:05"
367430;14,226706610785591;68,02997504340277;3102,1111111111113;4,800000190734863;88;500,77777777777777;1129,7777777777778;"2021-03-04 15:40:05"
367477;14,399328517913819;68,01556396484375;2927,8;4,800000190734863;88;489,9;1119,5;"2021-03-04 15:50:03"
367529;14,389181423187257;68,08285522460938;2096,2;4,800000190734863;86;479,2;1105,4;"2021-03-04 16:00:05"
367581;14,280232048034668;68,15228271484375;2210,9;4,800000190734863;84;463,3;1076;"2021-03-04 16:10:05"
367633;14,346277978685167;67,88433837890625;2720,6666666666665;4,800000190734863;85;477,22222222222223;1100,7777777777778;"2021-03-04 16:20:04"
367680;14,224689102172851;67,94796752929688;1969,8;4,800000190734863;85;469,3;1083,7;"2021-03-04 16:30:04"
367732;14,143511104583741;67,9871826171875;2265,2;4,699999809265137;86;457,8;1069,8;"2021-03-04 16:40:04"
367784;14,014534282684327;68,1513671875;1578,4;4,800000190734863;87;449;1065,6;"2021-03-04 16:50:05"
367836;13,76473977830675;68,27615441216363;1172,2222222222222;4,800000190734863;87;465,8888888888889;1073,888888888889;"2021-03-04 17:00:06"
367883;13,481803607940673;68,52933502197266;843,2;4,800000190734863;90;458,6;1054,7;"2021-03-04 17:10:04"
367935;13,252422428131103;68,88609237670899;661,6;4,800000190734863;90;432,5;1012,8;"2021-03-04 17:20:03"
367987;13,0494779586792;69,16441421508789;421,9;4,800000190734863;90;434,7;1018,7;"2021-03-04 17:30:06"
368039;12,84792709350586;69,37056732177734;233,77777777777777;4,800000190734863;91;458,44444444444446;1037,888888888889;"2021-03-04 17:40:06"
368086;12,67616539001465;69,5735092163086;252,2;4,699999809265137;92;452;1028;"2021-03-04 17:50:04"
368138;12,530365467071533;69,78408584594726;211,8;4,699999809265137;92;457,6;1037,4;"2021-03-04 18:00:06"
368190;12,397383117675782;69,97039794921875;111,9;4,800000190734863;89;470,4;1046,6;"2021-03-04 18:10:03"
368242;12,295762168036568;70,1818339029948;83,77777777777777;4,599999904632568;92;453,8888888888889;1019,3333333333334;"2021-03-04 18:20:03"
368289;12,201914978027343;70,3379898071289;40,2;4,599999904632568;92;447,2;1012,2;"2021-03-04 18:30:05"
368341;12,105516147613525;70,4435806274414;7;4,599999904632568;92;456,3;1027,6;"2021-03-04 18:40:04"
368393;12,026207447052002;70,54199981689453;0;4,599999904632568;93;455,6;1024,5;"2021-03-04 18:50:05"
368445;11,97383944193522;70,50041113959418;0;4,599999904632568;93;478,3333333333333;1051,888888888889;"2021-03-04 19:00:04"
368492;11,894293117523194;70,43946075439453;0;4,599999904632568;92;472;1044,3;"2021-03-04 19:10:03"
368544;11,81445016860962;70,40039825439453;0;4,599999904632568;91;461,2;1022,1;"2021-03-04 19:20:03"
368596;11,738879680633545;70,44754791259766;0;4,599999904632568;91;450,2;1017,1;"2021-03-04 19:30:05"
368648;11,682179980807835;70,45141347249348;0;4,599999904632568;91;468,44444444444446;1091,6666666666667;"2021-03-04 19:40:06"
368695;11,636605930328368;70,5082778930664;0;4,599999904632568;92;481,9;1142,2;"2021-03-04 19:50:03"
368747;11,601624774932862;70,45960235595703;0;4,699999809265137;91;512;1162,5;"2021-03-04 20:00:05"
368799;11,552490997314454;70,39933013916016;0;4,699999809265137;89;508,1;1117,4;"2021-03-04 20:10:04"
368851;11,529081132676867;70,39800771077473;0;4,699999809265137;89;494,8888888888889;1083,4444444444443;"2021-03-04 20:20:03"
368898;11,482795238494873;70,35660552978516;0;4,699999809265137;84;489,7;1065,8;"2021-03-04 20:30:05"
368950;11,400282382965088;70,2185073852539;0;4,400000095367432;82;484,4;1047,7;"2021-03-04 20:40:05"
369002;11,311894310845268;70,2242202758789;0;4,300000190734863;80;478,1111111111111;1030,4444444444443;"2021-03-04 20:50:04"
369049;11,228520817226833;70,23897213406033;0;4,300000190734863;80;481,3333333333333;1034,7777777777778;"2021-03-04 21:00:07"
369096;11,144998836517335;70,26001434326172;0;4,300000190734863;80;481,9;1035,4;"2021-03-04 21:10:03"
369148;11,03070878982544;70,1214599609375;0;4;78;476,3;1019,4;"2021-03-04 21:20:04"
369200;10,8998628616333;70,0970458984375;0;4;78;465,1;1008,9;"2021-03-04 21:30:05"
369252;10,799784872266981;70,10113186306424;0;4;77;473,22222222222223;1023,6666666666666;"2021-03-04 21:40:03"
369299;10,752727603912353;70,155029296875;0;4;77;465,5;1014,3;"2021-03-04 21:50:04"
369351;10,728160762786866;70,19973754882812;0;4;77;461,5;1008;"2021-03-04 22:00:05"
369403;10,723888206481934;70,32242584228516;0;3,9000000953674316;73;448;990,4;"2021-03-04 22:10:05"
369455;10,710773679945204;70,3593521118164;0;3,9000000953674316;74;452,3333333333333;1001,5555555555555;"2021-03-04 22:20:03"
369502;10,69665060043335;70,42084503173828;0;3,9000000953674316;74;441,3;980,3;"2021-03-04 22:30:06"
369554;10,697985744476318;70,4869155883789;0;3,799999952316284;73;417,3;947,2;"2021-03-04 22:40:03"
369606;10,69104290008545;70,5937271118164;0;3,700000047683716;73;387,3;910,1;"2021-03-04 22:50:04"
369658;10,693564838833279;70,66520606146918;0;3,700000047683716;73;378,3333333333333;897,7777777777778;"2021-03-04 23:00:06"
369705;10,703860569000245;70,73533096313477;0;3,700000047683716;73;355;866,7;"2021-03-04 23:10:03"
369757;10,715075969696045;70,78126449584961;0;3,799999952316284;70;340;848;"2021-03-04 23:20:03"
369809;10,710536289215089;70,76676635742187;0;3,799999952316284;70;363,7;875;"2021-03-04 23:30:03"
369861;10,715520964728462;70,72318945990668;0;3,5999999046325684;73;373,6666666666667;886,5555555555555;"2021-03-04 23:40:04"
369908;10,70225830078125;70,67292022705078;0;3,700000047683716;68;396,7;917,5;"2021-03-04 23:50:04"
369960;10,68970775604248;70,55176544189453;0;3,700000047683716;68;415,8;936;"2021-03-05 00:00:07"
370012;10,68543519973755;70,44632720947266;0;3,700000047683716;67;419,5;939,2;"2021-03-05 00:10:04"
370064;10,676949607001411;70,46514638264973;0;3,5;69;396,55555555555554;912,2222222222222;"2021-03-05 00:20:03"
370111;10,660066986083985;70,51392364501953;0;3,5;69;379,9;885;"2021-03-05 00:30:04"
370163;10,664873790740966;70,46952056884766;0;3,5;69;385,9;893,3;"2021-03-05 00:40:05"
370215;10,657396697998047;70,37781524658203;0;3,5;70;409,3;926;"2021-03-05 00:50:03"
370267;10,641938315497505;70,2552507188585;0;3,5;70;441;969,2222222222222;"2021-03-05 01:00:05"
370314;10,607461643218993;70,17990112304688;0;3,5;69;457,9;982,9;"2021-03-05 01:10:03"
370366;10,530823230743408;70,19546508789062;0;3,5;70;440,3;957,9;"2021-03-05 01:20:03"
370418;10,412794589996338;70,20370483398438;0;3,5;72;445,8;963,6;"2021-03-05 01:30:04"
370470;10,31348811255561;70,32052697075738;0;3,200000047683716;77;419,77777777777777;926,1111111111111;"2021-03-05 01:40:04"
370517;10,23655300140381;70,4325942993164;0;3;80;402,3;904,1;"2021-03-05 01:50:04"
370569;10,165789318084716;70,55817413330078;0;2,9000000953674316;82;388,6;879,6;"2021-03-05 02:00:06"
370621;10,117723751068116;70,67475128173828;0;2,9000000953674316;84;372;861,7;"2021-03-05 02:10:03"
370673;10,093037393358019;70,73285335964627;0;2,9000000953674316;84;388,44444444444446;886,8888888888889;"2021-03-05 02:20:05"
370720;10,048829364776612;70,66910552978516;0;3;83;414,3;913,6;"2021-03-05 02:30:04"
370772;9,981536960601806;70,50812530517578;0;2,9000000953674316;85;428,5;925,5;"2021-03-05 02:40:04"
370824;9,898697005377876;70,44039323594835;0;3;85;432,55555555555554;930,1111111111111;"2021-03-05 02:50:03"
370871;9,856565380096436;70,48371124267578;0;3;85;441,1;942,9;"2021-03-05 03:00:03"
370923;9,837872982025146;70,49927520751953;0;3,200000047683716;85;439,2;941,3;"2021-03-05 03:10:03"
370975;9,746814823150634;70,33722610473633;0;3,0999999046325684;84;446,8;944,1;"2021-03-05 03:20:04"
371027;9,587158838907877;70,13181898328993;0;3,0999999046325684;84;440,3333333333333;928,4444444444445;"2021-03-05 03:30:04"
371074;9,383917045593261;69,99114990234375;0;2,799999952316284;84;422;899,9;"2021-03-05 03:40:02"
371126;9,190585136413574;69,9359130859375;0;2,5999999046325684;85;420,9;888,9;"2021-03-05 03:50:03"
371178;9,014076423645019;69,95040893554688;0;2,700000047683716;84;387,1;837,8;"2021-03-05 04:00:06"
371230;8,836499638027615;69,95769924587674;0;1,7999999523162842;85;360,8888888888889;801,4444444444445;"2021-03-05 04:10:03"
371277;8,689631462097168;70,0225830078125;0;1,5;86;354,2;790,3;"2021-03-05 04:20:00"
371329;8,575074481964112;70,0848388671875;0;1,5;86;348;783,9;"2021-03-05 04:30:05"
371381;8,485084342956544;70,18753128051758;0;1,2000000476837158;88;364,2;811,7;"2021-03-05 04:40:03"
371433;8,432686593797472;70,2893312242296;0;0,8999999761581421;89;366,8888888888889;813,5555555555555;"2021-03-05 04:50:03"
371480;8,37666883468628;70,29694366455078;0;0,8999999761581421;89;385,8;842,7;"2021-03-05 05:00:00"
371532;8,325131511688232;70,33585357666016;0;0,6000000238418579;90;410,3;872,8;"2021-03-05 05:10:03"
371584;8,274395179748534;70,32364654541016;0;0,5;91;405,9;864,8;"2021-03-05 05:20:03"
371636;8,195887660980224;70,29190826416016;0;0,5;91;401;851,6;"2021-03-05 05:30:05"
371688;8,125598589579264;70,30543772379558;0;0,4000000059604645;91;388,22222222222223;839,5555555555555;"2021-03-05 05:40:04"
371735;8,05783166885376;70,28168487548828;0;0,30000001192092896;91;380;827,4;"2021-03-05 05:50:03"
371787;7,980659103393554;70,26550979614258;0;0,30000001192092896;91;374,9;817,9;"2021-03-05 06:00:04"
371839;7,92384057574802;70,28695678710938;0;0;92;378,1111111111111;818,6666666666666;"2021-03-05 06:10:03"
371886;7,861829710006714;70,29358673095703;0;-0,10000000149011612;92;383,1;827,8;"2021-03-05 06:20:01"
371938;7,807354974746704;70,30762481689453;0;-0,10000000149011612;92;377,9;818,8;"2021-03-05 06:30:04"
371990;7,757152509689331;70,32410430908203;0;0;91;364,8;803,9;"2021-03-05 06:40:03"
372042;7,676775550842285;70,28656768798828;6;-0,10000000149011612;91;348,3;774,1;"2021-03-05 06:50:05"
372094;7,626247035132514;70,26593356662326;38,22222222222222;-0,10000000149011612;91;332,3333333333333;758;"2021-03-05 07:00:05"
372141;7,567559242248535;70,22125244140625;118,5;-0,4000000059604645;91;326,6;751,9;"2021-03-05 07:10:03"
372193;7,543793249130249;70,17807006835938;291,3;-0,800000011920929;91;319,3;744,6;"2021-03-05 07:20:02"
372245;7,542725372314453;70,09552001953125;515,9;-0,800000011920929;91;321,1;745,1;"2021-03-05 07:30:06"
372297;7,585301982031928;70,0597635904948;760,4444444444445;-0,699999988079071;92;325,44444444444446;757,3333333333334;"2021-03-05 07:40:03"
372344;7,672503137588501;69,96292114257812;996,3;-0,5;92;324,9;761,2;"2021-03-05 07:50:03"
372396;7,850347280502319;69,78515396118163;1270,4;-0,5;92;317,1;753,9;"2021-03-05 08:00:05"
372448;8,124856853485108;69,5674057006836;1533;-0,30000001192092896;91;321;767,7;"2021-03-05 08:10:05"
372500;8,479565726386177;69,38887786865234;1780,4444444444443;0,10000000149011612;90;348,1111111111111;821,7777777777778;"2021-03-05 08:20:04"
372547;9,118486309051514;69,07713317871094;2452,9;0,10000000149011612;90;373,4;874;"2021-03-05 08:30:07"
372599;11,136988067626953;67,52254486083984;3462,7;0,30000001192092896;88;425,8;998,9;"2021-03-05 08:40:04"
372651;13,361520131429037;65,38897874620226;3591,3333333333335;0,800000011920929;83;424;1048,3333333333333;"2021-03-05 08:50:04"
372698;14,919775485992432;64,04730262756348;4160,9;0,800000011920929;83;438,8;1108,2;"2021-03-05 09:00:00"
372750;16,66269941329956;62,55085067749023;4776,2;1,600000023841858;76;511,5;1255,2;"2021-03-05 09:10:04"
372802;18,245670509338378;60,95933456420899;5099,7;1,7999999523162842;72;571,4;1358,2;"2021-03-05 09:20:04"
372854;19,678331587049698;59,68295118543837;7376,555555555556;1,7999999523162842;72;618,7777777777778;1458,4444444444443;"2021-03-05 09:30:04"
372901;22,01110076904297;56,58121566772461;9856,6;2,200000047683716;72;676;1585;"2021-03-05 09:40:04"
372953;24,913748359680177;51,68856353759766;9149;2,700000047683716;70;690,2;1674,1;"2021-03-05 09:50:04"
373005;27,77180118560791;47,48226127624512;9748,9;2,700000047683716;70;697;1775,2;"2021-03-05 10:00:06"
373057;29,816086451212566;44,573128594292534;11489,444444444445;3,0999999046325684;68;768;1919,111111111111;"2021-03-05 10:10:03"
373104;32,048599815368654;42,06271476745606;15183,4;3,299999952316284;66;866,4;2136,7;"2021-03-05 10:20:04"
373156;34,397955322265624;40,35370445251465;15200,1;3,299999952316284;66;969,8;2390,5;"2021-03-05 10:30:04"
373208;36,489356994628906;38,819562149047854;17639,5;3,799999952316284;64;1165,9;2694,1;"2021-03-05 10:40:04"
373260;38,431160396999786;37,87034946017795;18310,333333333332;4;64;1320,4444444444443;2975,3333333333335;"2021-03-05 10:50:04"
373307;40,43835788302951;36,599442376030815;19391,222222222223;4;64;1502,888888888889;3239,4444444444443;"2021-03-05 11:00:04"
373354;41,63561477661133;35,91042976379394;19005,9;4,099999904632568;59;1691,1;3471,5;"2021-03-05 11:10:05"
373406;41,748836517333984;35,9758903503418;18615,7;4,5;54;1801,7;3528,4;"2021-03-05 11:20:04"
373458;39,64111624823676;38,14026387532552;13167,444444444445;4,5;54;1828,111111111111;3453,1111111111113;"2021-03-05 11:30:05"
373505;37,13530921936035;40,70237236022949;10688,2;4,599999904632568;52;1757,7;3220,5;"2021-03-05 11:40:05"
373557;36,24128341674805;41,88876152038574;14278,2;4,900000095367432;50;1703;3137,6;"2021-03-05 11:50:06"
373609;38,15107303195529;40,000339084201386;20594,11111111111;4,900000095367432;50;1798,888888888889;3333,4444444444443;"2021-03-05 12:00:07"
373656;41,10421905517578;37,471885681152344;22754;4,800000190734863;47;1982,1;3673,1;"2021-03-05 12:10:03"
373708;43,83810195922852;35,375905990600586;16686,5;5,300000190734863;46;2111,7;3904,2;"2021-03-05 12:20:04"
373760;46,21042137145996;33,159228515625;0;5,300000190734863;46;2227;4083,2;"2021-03-05 12:30:04"
373812;47,80193837483724;31,74927732679579;0;5,599999904632568;44;2321,777777777778;4231,555555555556;"2021-03-05 12:40:04"
373859;48,67673759460449;30,592202758789064;8501,4;5,699999809265137;45;2374;4187,8;"2021-03-05 12:50:02"
